Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.4462099075317383	0	15.227273	5.591648	40.0	9.0	15.227272727272727	5.591648140362539	1005	1005
5.616186618804932	1	23.681818	13.918223	77.0	9.0	23.681818181818183	13.918223383347469	1042	2047
7.381964445114136	2	36.32143	16.208582	72.0	13.0	36.32142857142857	16.208581438389295	1017	3064
9.157589673995972	3	41.12	17.279629	79.0	11.0	41.12	17.279629625660384	1028	4092
10.9788236618042	4	61.52941	35.9315	177.0	20.0	61.529411764705884	35.931499611898495	1046	5138
12.862667560577393	5	64.25	24.860863	136.0	39.0	64.25	24.8608628168855	1028	6166
14.761322736740112	6	81.76923	23.442741	119.0	50.0	81.76923076923077	23.442741524350662	1063	7229
16.51168990135193	7	97.36364	35.75999	195.0	53.0	97.36363636363636	35.75998964630907	1071	8300
18.32913088798523	8	78.57143	37.222713	187.0	40.0	78.57142857142857	37.22271634694193	1100	9400
20.034809589385986	9	93.36364	31.726881	174.0	55.0	93.36363636363636	31.726881998115005	1027	10427
21.942132711410522	10	135.5	37.282703	177.0	71.0	135.5	37.282703764614496	1084	11511
24.05788803100586	11	145.875	43.270767	200.0	75.0	145.875	43.27076813508168	1167	12678
25.89486336708069	12	174.5	20.742468	200.0	145.0	174.5	20.74246851269154	1047	13725
27.9110324382782	13	181.66667	21.07658	200.0	145.0	181.66666666666666	21.076579946049648	1090	14815
31.667981147766113	14	185.83333	22.981274	200.0	138.0	185.83333333333334	22.98127256896121	1115	15930
