Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.518918991088867	0	19.82353	11.187714	59.0	9.0	19.823529411764707	11.187713643227575	1011	1011
5.614989757537842	1	26.421053	13.550357	65.0	11.0	26.42105263157895	13.550357499551478	1004	2015
7.390986442565918	2	35.82143	14.796365	78.0	12.0	35.82142857142857	14.796364349365813	1003	3018
9.206238508224487	3	40.84	18.829084	104.0	19.0	40.84	18.829083886371105	1021	4039
10.975827932357788	4	43.652172	12.397786	70.0	25.0	43.65217391304348	12.397786252785384	1004	5043
12.875569105148315	5	53.35	20.21701	120.0	33.0	53.35	20.217010164710313	1067	6110
14.698960065841675	6	54.63158	20.28536	93.0	24.0	54.63157894736842	20.285360358528173	1038	7148
16.51492714881897	7	50.95238	17.108828	87.0	24.0	50.95238095238095	17.10882866068246	1070	8218
18.29573154449463	8	63.5625	25.69039	122.0	24.0	63.5625	25.690389131930253	1017	9235
20.050668954849243	9	72.26667	21.154879	116.0	44.0	72.26666666666667	21.154878607283212	1084	10319
21.899842023849487	10	69.2	26.952301	127.0	30.0	69.2	26.95230355028428	1038	11357
23.94556450843811	11	83.0	25.93483	128.0	36.0	83.0	25.93482956595984	1079	12436
25.813356399536133	12	80.76923	26.729855	138.0	40.0	80.76923076923077	26.729856099511494	1050	13486
27.732556343078613	13	103.4	28.601398	142.0	66.0	103.4	28.601398567202967	1034	14520
31.23912811279297	14	85.25	27.09282	157.0	49.0	85.25	27.092818851742493	1023	15543
