Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.9368717670440674	0	17.05	6.7117434	43.0	9.0	17.05	6.711743439673479	1023	1023
7.4870216846466064	1	12.884615	4.2666893	27.0	8.0	12.884615384615385	4.266689010049978	1005	2028
9.103275537490845	2	11.5172415	3.1030648	28.0	8.0	11.517241379310345	3.10306511044597	1002	3030
10.768247127532959	3	11.632184	2.8571947	21.0	8.0	11.632183908045977	2.8571947601121477	1012	4042
12.42834210395813	4	11.454545	2.9384174	28.0	8.0	11.454545454545455	2.9384175197989064	1008	5050
14.011904239654541	5	10.913043	2.0623548	19.0	8.0	10.91304347826087	2.0623549957619867	1004	6054
15.57564401626587	6	10.479167	1.713787	15.0	8.0	10.479166666666666	1.7137870265065673	1006	7060
17.08319354057312	7	9.950495	1.5245595	17.0	8.0	9.950495049504951	1.5245595866163477	1005	8065
18.574594497680664	8	9.833333	1.5535117	17.0	8.0	9.833333333333334	1.5535117292156044	1003	9068
20.067283153533936	9	9.625	1.2024614	16.0	8.0	9.625	1.2024614179001594	1001	10069
21.535751342773438	10	9.663462	1.1486663	14.0	8.0	9.663461538461538	1.1486662577083186	1005	11074
23.00140643119812	11	9.462264	1.1909605	17.0	8.0	9.462264150943396	1.1909606737632836	1003	12077
24.476048469543457	12	9.439252	0.9587528	14.0	8.0	9.439252336448599	0.9587527927650212	1010	13087
25.938601970672607	13	9.383178	0.90321195	13.0	8.0	9.383177570093459	0.9032119198766034	1004	14091
27.61541724205017	14	9.420561	0.82072884	13.0	8.0	9.42056074766355	0.8207289121532766	1008	15099
29.664534091949463	15	9.296296	0.73609656	11.0	8.0	9.296296296296296	0.7360965523833997	1004	16103
31.2472403049469	16	9.342592	0.6826154	10.0	8.0	9.342592592592593	0.6826153007617243	1009	17112
32.77465271949768	17	9.420561	0.87581605	13.0	8.0	9.42056074766355	0.8758161286306244	1008	18120
34.363744258880615	18	9.324074	0.79149073	11.0	8.0	9.324074074074074	0.7914906670293168	1007	19127
35.94562816619873	19	9.373832	0.76760787	11.0	8.0	9.373831775700934	0.7676078205002269	1003	20130
37.46309280395508	20	9.5188675	0.6899704	11.0	8.0	9.518867924528301	0.6899703586123225	1009	21139
38.95230054855347	21	9.351851	0.6846845	11.0	8.0	9.351851851851851	0.6846845017531908	1010	22149
40.47349238395691	22	9.420561	0.7976294	11.0	8.0	9.42056074766355	0.7976294689103502	1008	23157
41.91721749305725	23	9.324074	0.7677372	11.0	8.0	9.324074074074074	0.7677372199896759	1007	24164
43.380956411361694	24	9.342592	0.7221629	11.0	8.0	9.342592592592593	0.7221628655570534	1009	25173
44.90520930290222	25	9.305555	0.72595197	11.0	8.0	9.305555555555555	0.7259519080762211	1005	26178
46.386820554733276	26	9.324074	0.6642832	11.0	8.0	9.324074074074074	0.6642832910809422	1007	27185
48.22538948059082	27	9.364486	0.7412104	11.0	8.0	9.36448598130841	0.7412104694915272	1002	28187
49.7313289642334	28	9.333333	0.7576768	11.0	8.0	9.333333333333334	0.7576767609436587	1008	29195
51.40111756324768	29	9.277778	0.7556373	11.0	8.0	9.277777777777779	0.7556372504853023	1002	30197
52.86128520965576	30	9.411215	0.68294674	11.0	8.0	9.411214953271028	0.6829467628577611	1007	31204
54.387686252593994	31	9.211009	0.7671392	11.0	8.0	9.211009174311927	0.7671392646006192	1004	32208
57.78532838821411	32	9.383178	0.6787132	11.0	8.0	9.383177570093459	0.6787131833781423	1004	33212
59.29465842247009	33	9.333333	0.6938886	11.0	8.0	9.333333333333334	0.693888666488711	1008	34220
60.7993266582489	34	9.109091	0.77864045	11.0	8.0	9.10909090909091	0.7786404765586856	1002	35222
62.35213875770569	35	9.183486	0.6795187	11.0	8.0	9.18348623853211	0.6795186857666499	1001	36223
63.9079852104187	36	9.373832	0.7428584	11.0	8.0	9.373831775700934	0.7428583906257066	1003	37226
65.41566634178162	37	9.35514	0.7764325	11.0	8.0	9.355140186915888	0.7764324891799483	1001	38227
67.26038074493408	38	9.314815	0.7533646	11.0	8.0	9.314814814814815	0.7533646521039997	1006	39233
68.83862352371216	39	9.411215	0.7097883	11.0	8.0	9.411214953271028	0.7097883194784121	1007	40240
70.38817000389099	40	9.392524	0.745792	11.0	8.0	9.392523364485982	0.7457920502153272	1005	41245
71.95811867713928	41	9.383178	0.6787132	11.0	8.0	9.383177570093459	0.6787131833781423	1004	42249
