Timestep	MeanReward100Episodes	BestMeanReward	Episodes	Exploration	LearningRate	RunningTime
1350000	31.8	31.89	5789	0.094	9.900000000000001e-05	3.2129586219787596
1360000	31.75	31.89	5801	0.09382857142857143	9.89e-05	3.2156112154324847
1370000	32.48	32.68	5811	0.09365714285714286	9.88e-05	3.2700472672780356
1380000	32.82	32.88	5821	0.0934857142857143	9.87e-05	3.201260034243266
1390000	33.22	33.36	5832	0.09331428571428572	9.860000000000001e-05	3.196123814582825
1400000	34.07	34.07	5843	0.09314285714285715	9.850000000000001e-05	3.187556318442027
1410000	34.91	34.93	5852	0.09297142857142858	9.84e-05	3.323003351688385
1420000	35.29	35.61	5863	0.09280000000000001	9.83e-05	3.246282203992208
1430000	35.71	35.79	5873	0.09262857142857144	9.82e-05	3.2773843089739483
1440000	35.95	36.01	5883	0.09245714285714286	9.81e-05	3.2457916458447773
1450000	36.46	36.46	5892	0.09228571428571429	9.800000000000001e-05	3.303763508796692
1460000	37.96	37.96	5902	0.09211428571428572	9.790000000000001e-05	3.2637033025423685
1470000	38.39	38.39	5911	0.09194285714285715	9.78e-05	3.2786246021588643
1480000	39.35	39.35	5921	0.09177142857142857	9.77e-05	3.263557942708333
1490000	40.91	40.91	5929	0.0916	9.76e-05	3.400732660293579
1500000	41.54	41.76	5937	0.09142857142857143	9.75e-05	3.390742917855581
1510000	42.23	42.59	5946	0.09125714285714286	9.740000000000001e-05	3.394745687643687
1520000	43.11	43.11	5955	0.0910857142857143	9.730000000000001e-05	3.3520113627115884
1530000	43.88	44.08	5963	0.09091428571428573	9.72e-05	3.98082351287206
1540000	44.89	44.89	5972	0.09074285714285715	9.71e-05	3.3524903376897175
1550000	45.96	45.96	5980	0.09057142857142858	9.7e-05	3.2557613889376325
1560000	46.16	46.16	5989	0.09040000000000001	9.690000000000001e-05	3.2754941900571186
1570000	46.95	46.95	5997	0.09022857142857144	9.680000000000001e-05	3.3870748122533163
1580000	47.13	47.66	6006	0.09005714285714286	9.67e-05	3.9378954847653707
1590000	48.52	48.52	6014	0.08988571428571429	9.66e-05	3.3733121315638224
1600000	48.45	49.27	6022	0.08971428571428572	9.65e-05	3.411521037419637
1610000	48.68	49.27	6030	0.08954285714285715	9.64e-05	3.2773093541463214
1620000	48.78	49.27	6041	0.08937142857142857	9.630000000000001e-05	3.2660831451416015
1630000	48.86	49.27	6050	0.0892	9.620000000000001e-05	3.320553207397461
1640000	48.55	49.27	6058	0.08902857142857143	9.61e-05	3.3266806999842324
1650000	49.07	49.27	6066	0.08885714285714286	9.6e-05	3.2548245787620544
1660000	50.63	50.83	6075	0.08868571428571428	9.59e-05	3.2902810017267865
1670000	51.54	51.54	6083	0.08851428571428571	9.58e-05	3.2300921161969502
1680000	51.56	51.81	6091	0.08834285714285715	9.570000000000001e-05	3.3041407187779743
1690000	51.78	52.44	6099	0.08817142857142858	9.56e-05	3.2565470894177753
1700000	52.63	52.68	6108	0.08800000000000001	9.55e-05	3.239495607217153
1710000	51.87	52.68	6116	0.08782857142857144	9.54e-05	3.286227488517761
1720000	52.82	52.82	6124	0.08765714285714286	9.53e-05	3.2359356323877972
1730000	53.57	53.57	6132	0.08748571428571429	9.520000000000001e-05	3.2730504870414734
1740000	55.54	55.54	6140	0.08731428571428572	9.510000000000001e-05	3.2678537011146545
1750000	55.86	55.86	6149	0.08714285714285715	9.5e-05	3.312815229098002
1760000	56.57	56.7	6158	0.08697142857142857	9.49e-05	3.3502461632092793
1770000	57.29	57.29	6166	0.0868	9.48e-05	3.5991197427113852
1780000	56.51	57.29	6174	0.08662857142857143	9.47e-05	3.555689732233683
1790000	57.0	57.29	6181	0.08645714285714286	9.460000000000001e-05	3.2986147522926332
1800000	57.57	57.68	6189	0.08628571428571429	9.45e-05	3.2903701504071554
1810000	57.87	58.07	6197	0.08611428571428573	9.44e-05	3.2477654417355857
1820000	58.59	58.59	6205	0.08594285714285715	9.43e-05	3.3978687564531964
1830000	59.22	59.22	6213	0.08577142857142858	9.42e-05	3.387555746237437
1840000	59.75	59.83	6220	0.08560000000000001	9.410000000000001e-05	3.352498201529185
1850000	59.55	60.0	6228	0.08542857142857144	9.400000000000001e-05	3.4045005520184835
1860000	58.88	60.0	6235	0.08525714285714286	9.39e-05	3.3248317281405133
1870000	60.41	60.41	6243	0.08508571428571429	9.38e-05	3.329455812772115
1880000	61.34	61.78	6251	0.08491428571428572	9.37e-05	3.3438053011894224
1890000	63.72	63.72	6258	0.08474285714285715	9.36e-05	3.6018359303474425
1900000	63.88	64.25	6266	0.08457142857142858	9.350000000000001e-05	4.00779116153717
1910000	65.91	66.29	6274	0.0844	9.340000000000001e-05	3.952801851431529
1920000	66.23	66.29	6281	0.08422857142857143	9.33e-05	3.4829022804896037
1930000	66.4	66.61	6289	0.08405714285714286	9.32e-05	4.040644919872284
1940000	66.42	66.61	6298	0.08388571428571429	9.31e-05	3.9174054940541585
1950000	67.51	67.51	6305	0.08371428571428571	9.300000000000001e-05	3.980863034725189
1960000	68.29	68.75	6312	0.08354285714285714	9.290000000000001e-05	4.148057691256205
1970000	68.96	69.15	6320	0.08337142857142857	9.28e-05	4.5410124142964685
1980000	69.25	69.25	6327	0.0832	9.27e-05	4.218434449036916
1990000	70.32	70.32	6334	0.08302857142857142	9.26e-05	4.552915533383687
2000000	72.57	72.61	6341	0.08285714285714287	9.25e-05	3.8315352241198224
2010000	72.91	72.91	6349	0.08268571428571429	9.240000000000001e-05	3.66535169283549
2020000	75.27	76.29	6356	0.08251428571428572	9.230000000000001e-05	3.5232744534810383
2030000	75.31	76.29	6363	0.08234285714285715	9.22e-05	3.6302175482114154
2040000	76.95	78.24	6370	0.08217142857142858	9.21e-05	3.390774603684743
2050000	77.54	78.24	6378	0.082	9.2e-05	3.6508849978446962
2060000	80.45	81.39	6386	0.08182857142857143	9.190000000000001e-05	3.7389901638031007
2070000	83.54	83.54	6394	0.08165714285714286	9.180000000000001e-05	3.33050316174825
2080000	84.89	85.07	6401	0.08148571428571429	9.17e-05	3.6471696933110556
2090000	85.24	86.02	6408	0.08131428571428571	9.16e-05	3.36092830101649
2100000	84.92	86.02	6416	0.08114285714285714	9.15e-05	3.6864907423655193
2110000	87.51	87.51	6423	0.08097142857142857	9.14e-05	3.443392550945282
2120000	86.47	88.05	6431	0.08080000000000001	9.130000000000001e-05	4.030256708463033
2130000	86.08	88.05	6440	0.08062857142857144	9.120000000000001e-05	3.338928759098053
2140000	87.27	88.05	6446	0.08045714285714287	9.11e-05	3.4343684116999307
2150000	89.9	89.9	6453	0.0802857142857143	9.1e-05	3.3707539757092793
2160000	88.87	91.43	6461	0.08011428571428572	9.09e-05	3.9370215932528176
2170000	90.88	91.43	6468	0.07994285714285715	9.080000000000001e-05	5.265510574976603
2180000	92.45	92.45	6475	0.07977142857142858	9.070000000000001e-05	3.5658021608988446
2190000	91.61	94.83	6482	0.0796	9.06e-05	3.3005369464556376
2200000	98.19	98.19	6489	0.07942857142857143	9.05e-05	3.634849524497986
2210000	95.04	98.8	6497	0.07925714285714286	9.04e-05	4.899133173624675
2220000	96.79	98.8	6504	0.07908571428571429	9.03e-05	3.8161840558052065
2230000	99.01	99.16	6511	0.07891428571428571	9.02e-05	3.3156911969184875
2240000	100.38	102.3	6519	0.07874285714285714	9.010000000000001e-05	3.651775527000427
2250000	101.87	102.3	6526	0.07857142857142857	9e-05	6.023494418462118
2260000	104.16	104.16	6533	0.0784	8.99e-05	5.220534884929657
2270000	105.21	106.08	6541	0.07822857142857143	8.98e-05	4.309020193417867
2280000	105.85	106.38	6548	0.07805714285714285	8.970000000000001e-05	4.0381305853525795
2290000	107.23	108.19	6555	0.07788571428571428	8.960000000000001e-05	4.152636508146922
2300000	109.07	110.78	6562	0.07771428571428571	8.950000000000001e-05	4.10736707051595
2310000	108.71	110.78	6569	0.07754285714285715	8.94e-05	6.298826233545939
2320000	110.54	112.72	6577	0.07737142857142858	8.93e-05	5.190134306748708
2330000	111.64	112.72	6584	0.0772	8.92e-05	4.451066903273264
2340000	113.28	114.39	6590	0.07702857142857143	8.91e-05	4.017737499872843
2350000	116.16	116.16	6597	0.07685714285714286	8.900000000000001e-05	3.998366045951843
2360000	115.98	116.34	6604	0.07668571428571429	8.89e-05	4.032094717025757
2370000	119.53	119.53	6611	0.07651428571428572	8.88e-05	3.5454732378323874
2380000	119.82	119.99	6619	0.07634285714285714	8.87e-05	4.812411069869995
2390000	120.95	121.49	6625	0.07617142857142857	8.86e-05	4.634689974784851
2400000	126.59	126.59	6632	0.076	8.850000000000001e-05	3.3609482129414876
2410000	130.94	130.94	6639	0.07582857142857144	8.840000000000001e-05	3.294237240155538
2420000	135.21	135.21	6645	0.07565714285714287	8.83e-05	3.288230502605438
2430000	137.17	137.73	6651	0.0754857142857143	8.82e-05	3.2602791746457416
2440000	139.29	139.51	6658	0.07531428571428572	8.81e-05	3.2953298409779865
2450000	140.43	140.81	6664	0.07514285714285715	8.8e-05	4.036435218652089
2460000	146.02	146.02	6670	0.07497142857142858	8.790000000000001e-05	3.543647833665212
2470000	147.59	147.59	6677	0.0748	8.78e-05	3.375235299269358
2480000	152.58	152.58	6683	0.07462857142857143	8.77e-05	2.9822253664334615
2490000	153.38	153.38	6690	0.07445714285714286	8.76e-05	2.9229064424832663
2500000	158.92	158.92	6697	0.07428571428571429	8.75e-05	2.9605029900868733
2510000	165.28	165.28	6703	0.07411428571428572	8.740000000000001e-05	2.949577017625173
2520000	165.5	166.71	6710	0.07394285714285714	8.730000000000001e-05	3.1422969420750935
2530000	171.34	171.34	6716	0.07377142857142857	8.72e-05	3.081529911359151
2540000	176.17	176.17	6722	0.0736	8.71e-05	3.0302955865859986
2550000	178.05	178.05	6729	0.07342857142857143	8.7e-05	3.130976184209188
2560000	180.94	180.94	6735	0.07325714285714285	8.69e-05	3.5840713659922283
2570000	184.99	184.99	6741	0.07308571428571428	8.680000000000001e-05	2.973886267344157
2580000	187.29	188.55	6748	0.07291428571428571	8.67e-05	3.0308905363082888
2590000	187.03	188.55	6753	0.07274285714285714	8.66e-05	3.0602551261583963
2600000	191.75	193.84	6760	0.07257142857142856	8.65e-05	3.2954124331474306
2610000	196.71	196.71	6765	0.0724	8.64e-05	3.295817530155182
2620000	198.72	198.72	6772	0.07222857142857143	8.630000000000001e-05	2.9769872784614564
2630000	196.56	198.72	6778	0.07205714285714286	8.620000000000001e-05	3.069002362092336
2640000	195.64	198.72	6785	0.07188571428571429	8.61e-05	4.059360686937968
2650000	195.6	198.72	6791	0.07171428571428572	8.6e-05	3.8679529587427774
2660000	195.65	198.72	6797	0.07154285714285714	8.59e-05	3.6692596872647605
2670000	191.06	198.72	6804	0.07137142857142857	8.58e-05	3.457889930407206
2680000	197.15	198.72	6810	0.0712	8.570000000000001e-05	3.474714187781016
2690000	196.37	198.72	6816	0.07102857142857143	8.560000000000001e-05	3.7868229389190673
2700000	197.36	198.72	6822	0.07085714285714285	8.55e-05	3.0171488801638287
2710000	203.18	205.35	6829	0.07068571428571428	8.54e-05	3.051329159736633
2720000	199.93	205.35	6835	0.07051428571428571	8.53e-05	3.0356065114339192
2730000	193.29	205.35	6842	0.07034285714285715	8.520000000000001e-05	3.378148877620697
2740000	193.1	205.35	6849	0.07017142857142858	8.510000000000001e-05	3.017512309551239
2750000	193.44	205.35	6855	0.07	8.5e-05	3.136295719941457
2760000	195.9	205.35	6861	0.06982857142857143	8.49e-05	3.1448904395103456
2770000	195.16	205.35	6867	0.06965714285714286	8.48e-05	5.117442266146342
2780000	195.54	205.35	6873	0.06948571428571429	8.47e-05	3.3013185063997903
2790000	198.89	205.35	6880	0.06931428571428572	8.46e-05	3.035545007387797
2800000	202.65	205.35	6886	0.06914285714285714	8.450000000000001e-05	3.1645185470581056
2810000	204.48	205.35	6893	0.06897142857142857	8.44e-05	3.2717450817426044
2820000	207.07	207.48	6900	0.0688	8.43e-05	2.9897924939791363
2830000	207.73	213.55	6906	0.06862857142857143	8.42e-05	2.950266965230306
2840000	211.04	213.55	6911	0.06845714285714286	8.410000000000001e-05	3.4414113998413085
2850000	217.79	217.79	6917	0.06828571428571428	8.400000000000001e-05	3.6565677642822267
2860000	215.28	217.79	6923	0.06811428571428571	8.39e-05	3.203845485051473
2870000	214.55	217.79	6929	0.06794285714285714	8.38e-05	2.9551582892735797
2880000	218.26	218.26	6935	0.06777142857142857	8.37e-05	2.961297086874644
2890000	226.41	226.41	6940	0.0676	8.36e-05	3.2103445450464885
2900000	232.39	232.39	6946	0.06742857142857142	8.35e-05	2.9451815684636435
2910000	230.64	233.6	6952	0.06725714285714286	8.340000000000001e-05	2.9267129858334857
2920000	232.38	233.6	6958	0.06708571428571429	8.33e-05	3.0167946139971415
2930000	240.67	240.67	6964	0.06691428571428572	8.32e-05	3.6436823924382526
2940000	241.43	241.95	6969	0.06674285714285715	8.31e-05	3.042087558905284
2950000	241.93	241.95	6975	0.06657142857142857	8.3e-05	3.234684371948242
2960000	244.05	244.71	6981	0.0664	8.290000000000001e-05	3.0011684894561768
2970000	246.96	247.56	6987	0.06622857142857143	8.280000000000001e-05	2.9598280350367228
2980000	253.84	253.84	6992	0.06605714285714286	8.27e-05	3.3503180106480914
2990000	254.2	254.2	6997	0.0658857142857143	8.26e-05	3.004508411884308
3000000	252.66	255.9	7003	0.06571428571428573	8.25e-05	3.574836325645447
3010000	258.06	258.06	7009	0.06554285714285715	8.24e-05	3.0119463642438253
3020000	256.35	258.06	7015	0.06537142857142858	8.230000000000001e-05	3.2001935203870135
3030000	259.54	260.47	7020	0.06520000000000001	8.22e-05	3.182063623269399
3040000	261.09	261.88	7026	0.06502857142857144	8.21e-05	3.195240000883738
3050000	257.18	261.88	7031	0.06485714285714286	8.2e-05	3.6196948885917664
3060000	254.9	261.88	7037	0.06468571428571429	8.190000000000001e-05	3.1799070954322817
3070000	254.47	261.88	7043	0.06451428571428572	8.180000000000001e-05	3.492956598599752
3080000	255.39	261.88	7048	0.06434285714285715	8.170000000000001e-05	3.0957080841064455
3090000	261.53	261.88	7053	0.06417142857142857	8.16e-05	3.2780380725860594
3100000	262.21	263.13	7059	0.064	8.15e-05	3.1252806305885317
3110000	264.9	264.9	7064	0.06382857142857143	8.14e-05	2.9865915775299072
3120000	271.15	271.15	7069	0.06365714285714286	8.13e-05	3.2686091820398966
3130000	278.14	278.14	7074	0.06348571428571428	8.120000000000001e-05	3.058710527420044
3140000	280.16	280.84	7080	0.06331428571428571	8.11e-05	3.2308351516723635
3150000	278.09	280.84	7086	0.06314285714285714	8.1e-05	3.0948261419932046
3160000	280.75	280.91	7090	0.06297142857142857	8.09e-05	3.161662431557973
3170000	280.0	280.91	7096	0.0628	8.08e-05	3.39048912525177
3180000	281.6	283.04	7102	0.06262857142857142	8.070000000000001e-05	2.9882386922836304
3190000	285.11	285.11	7106	0.06245714285714286	8.060000000000001e-05	3.4330841143925985
3200000	282.63	287.98	7113	0.062285714285714285	8.05e-05	2.9695377508799234
3210000	283.26	287.98	7118	0.06211428571428571	8.04e-05	3.191118065516154
3220000	279.66	287.98	7124	0.06194285714285714	8.03e-05	2.961947190761566
3230000	284.37	287.98	7129	0.06177142857142857	8.02e-05	2.8720083236694336
3240000	283.61	287.98	7134	0.0616	8.01e-05	2.7991613229115804
3250000	285.66	288.19	7140	0.06142857142857143	8e-05	2.9640198429425557
3260000	288.31	289.5	7145	0.06125714285714286	7.99e-05	3.2690085053443907
3270000	286.91	289.5	7150	0.061085714285714285	7.98e-05	2.9762709538141885
3280000	287.5	289.5	7155	0.06091428571428572	7.97e-05	2.8800600369771323
3290000	288.27	290.4	7160	0.06074285714285715	7.960000000000001e-05	3.1515877207120258
3300000	285.11	290.4	7166	0.060571428571428575	7.950000000000001e-05	2.904097406069438
3310000	281.84	290.4	7171	0.0604	7.94e-05	3.1644073923428855
3320000	281.41	290.4	7176	0.06022857142857143	7.93e-05	2.8159400105476378
3330000	278.9	290.4	7182	0.06005714285714286	7.92e-05	2.857159312566121
3340000	276.6	290.4	7188	0.059885714285714285	7.91e-05	2.8516698122024535
3350000	278.56	290.4	7193	0.05971428571428571	7.900000000000001e-05	2.9218167702356976
3360000	278.21	290.4	7197	0.05954285714285714	7.890000000000001e-05	3.242185179392497
3370000	274.8	290.4	7204	0.059371428571428575	7.88e-05	2.9021938681602477
3380000	271.81	290.4	7209	0.0592	7.87e-05	2.9255362431208294
3390000	282.82	290.4	7213	0.05902857142857143	7.86e-05	3.0560126185417174
3400000	279.36	290.4	7219	0.05885714285714286	7.850000000000001e-05	2.850166396299998
3410000	285.11	290.4	7224	0.058685714285714285	7.840000000000001e-05	3.0836509625116983
3420000	284.1	290.4	7227	0.05851428571428571	7.83e-05	2.8742183725039165
3430000	286.84	290.4	7232	0.05834285714285714	7.82e-05	2.8246168375015257
3440000	288.9	291.61	7237	0.05817142857142857	7.81e-05	2.861409827073415
3450000	290.82	293.25	7242	0.058	7.8e-05	3.448300607999166
3460000	295.13	295.13	7248	0.05782857142857143	7.79e-05	2.867350419362386
3470000	295.07	296.89	7251	0.05765714285714286	7.780000000000001e-05	2.8360908667246503
3480000	296.24	297.5	7256	0.057485714285714286	7.77e-05	2.8602491140365602
3490000	295.21	297.5	7261	0.05731428571428571	7.76e-05	3.096772102514903
3500000	298.54	298.54	7266	0.05714285714285715	7.75e-05	2.902527137597402
3510000	297.7	299.97	7270	0.056971428571428576	7.740000000000001e-05	3.025158973534902
3520000	301.44	302.06	7275	0.0568	7.730000000000001e-05	2.8741055727005005
3530000	304.07	304.07	7279	0.05662857142857143	7.72e-05	3.3644011418024697
3540000	304.08	306.94	7284	0.05645714285714286	7.71e-05	3.069017513593038
3550000	310.28	310.28	7289	0.056285714285714286	7.7e-05	2.8445484121640523
3560000	310.49	310.57	7293	0.056114285714285714	7.69e-05	2.8305106282234194
3570000	312.08	312.7	7298	0.05594285714285714	7.68e-05	2.908289909362793
3580000	316.24	316.24	7303	0.05577142857142857	7.67e-05	3.104345448811849
3590000	316.98	318.36	7308	0.0556	7.66e-05	2.8632728854815164
3600000	319.13	319.27	7314	0.055428571428571424	7.65e-05	2.9787700454394024
3610000	321.1	321.1	7319	0.05525714285714286	7.64e-05	3.567259939511617
3620000	319.97	323.17	7324	0.055085714285714286	7.630000000000001e-05	3.1457164168357847
3630000	321.2	323.17	7328	0.054914285714285714	7.620000000000001e-05	2.8675413886706034
3640000	321.15	324.05	7333	0.05474285714285714	7.61e-05	2.855497217178345
3650000	319.22	324.05	7339	0.054571428571428576	7.6e-05	2.8749910235404967
3660000	319.32	324.05	7344	0.0544	7.59e-05	2.837755763530731
